customer_age,age_group,gender,income_category,income_inr,income_group,credit_limit,total_trans_amt,total_trans_count,avg_trans_value,spending_level
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1575,34,46.32352941,Medium
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,23018,1463,24,60.95833333,Medium
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5556,1706,21,81.23809524,Medium
54,46 - 55,F,Unknown,Unknown,Unknown,6094,909,14,64.92857143,Low
61,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2939,2434,33,73.75757576,High
61,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5362,1876,41,45.75609756,Medium
48,46 - 55,M,$120K +,Rs1Cr +,High Income,27126,1000,25,40,Low
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,3342,1139,30,37.96666667,Low
54,46 - 55,F,Unknown,Unknown,Unknown,2532,799,21,38.04761905,Low
54,46 - 55,F,Unknown,Unknown,Unknown,1900,1881,45,41.8,Medium
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14546,1273,27,47.14814815,Medium
50,46 - 55,F,Unknown,Unknown,Unknown,2521,1328,33,40.24242424,Medium
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,16427,1579,36,43.86111111,Medium
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,13068,937,28,33.46428571,Low
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,23218,1749,37,47.27027027,Medium
60,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,3281,1424,29,49.10344828,Medium
55,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3096,2011,41,49.04878049,High
62,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2052,1208,31,38.96774194,Medium
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,1259,24,52.45833333,Medium
46,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,9432,1319,26,50.73076923,Medium
50,46 - 55,M,$120K +,Rs1Cr +,High Income,14938,949,27,35.14814815,Low
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2221,1338,30,44.6,Medium
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5731,1554,26,59.76923077,Medium
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,34516,1350,32,42.1875,Medium
35,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6985,1694,44,38.5,Medium
51,46 - 55,M,$120K +,Rs1Cr +,High Income,24221,1678,40,41.95,Medium
36,36 - 45,F,Unknown,Unknown,Unknown,15439,2069,43,48.11627907,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,21637,1222,23,53.13043478,Medium
52,46 - 55,M,$120K +,Rs1Cr +,High Income,14543,1536,37,41.51351351,Medium
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,9684,1400,31,45.16129032,Medium
63,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,5007,1050,28,37.5,Low
61,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1616,1389,33,42.09090909,Medium
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,19116,1184,29,40.82758621,Low
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2759,2093,42,49.83333333,High
57,55+,M,$120K +,Rs1Cr +,High Income,8249,678,11,61.63636364,Low
38,36 - 45,F,Unknown,Unknown,Unknown,14041,1467,29,50.5862069,Medium
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5264,1219,27,45.14814815,Medium
63,55+,F,Less than $40K,<Rs33L,Low Income,2420,1730,36,48.05555556,Medium
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2826,1025,28,36.60714286,Low
45,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12518,1165,33,35.3030303,Low
67,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,5876,2133,55,38.78181818,High
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1122,13,86.30769231,Low
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,9648,1083,22,49.22727273,Low
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1234,23,53.65217391,Medium
55,46 - 55,F,Unknown,Unknown,Unknown,3025,1277,23,55.52173913,Medium
34,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3265,1843,35,52.65714286,Medium
56,55+,M,$120K +,Rs1Cr +,High Income,6041,1747,49,35.65306122,Medium
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,2293,1166,22,53,Low
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13399,1326,31,42.77419355,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,4317,1619,36,44.97222222,Medium
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3378,1285,16,80.3125,Medium
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,5012,1142,28,40.78571429,Low
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,2569,1190,46,25.86956522,Low
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3471,1052,24,43.83333333,Low
43,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,1628,38,42.84210526,Medium
53,46 - 55,M,$120K +,Rs1Cr +,High Income,3312,1740,32,54.375,Medium
56,55+,F,Less than $40K,<Rs33L,Low Income,2578,1378,29,47.51724138,Medium
54,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,2902,996,26,38.30769231,Low
57,55+,F,Less than $40K,<Rs33L,Low Income,2742,1389,32,43.40625,Medium
62,55+,M,Less than $40K,<Rs33L,Low Income,2077,1365,38,35.92105263,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,6265,1715,43,39.88372093,Medium
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7819,1582,25,63.28,Medium
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2731,1220,22,55.45454545,Medium
58,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,715,13,55,Low
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,16286,2552,49,52.08163265,High
49,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1106,31,35.67741935,Low
58,55+,F,Less than $40K,<Rs33L,Low Income,2609,1731,34,50.91176471,Medium
52,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7567,1435,32,44.84375,Medium
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,22770,1882,38,49.52631579,Medium
62,55+,F,Less than $40K,<Rs33L,Low Income,3791,2058,34,60.52941176,High
54,46 - 55,M,Less than $40K,<Rs33L,Low Income,2702,1658,32,51.8125,Medium
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2555,1334,32,41.6875,Medium
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2355,1441,29,49.68965517,Medium
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5332,1371,39,35.15384615,Medium
55,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,1443,1991,38,52.39473684,Medium
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,10741,1278,22,58.09090909,Medium
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7984,1734,39,44.46153846,Medium
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,18584,1330,34,39.11764706,Medium
61,55+,F,Unknown,Unknown,Unknown,5585,1787,31,57.64516129,Medium
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1672,32,52.25,Medium
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,1439,41,35.09756098,Medium
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2478,1558,31,50.25806452,Medium
51,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1795,47,38.19148936,Medium
50,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2339,893,22,40.59090909,Low
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2726,1099,27,40.7037037,Low
43,36 - 45,M,$120K +,Rs1Cr +,High Income,14881,1408,23,61.2173913,Medium
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1628,1893,15,126.2,Medium
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,3156,1151,31,37.12903226,Low
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,4745,1519,31,49,Medium
46,46 - 55,M,$120K +,Rs1Cr +,High Income,19727,1245,25,49.8,Medium
52,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,22720,1102,27,40.81481481,Low
43,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,8129,1402,33,42.48484848,Medium
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,3751,1060,30,35.33333333,Low
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1594,1459,35,41.68571429,Medium
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2569,1456,39,37.33333333,Medium
49,46 - 55,F,Unknown,Unknown,Unknown,18206,1439,48,29.97916667,Medium
45,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,3104,1353,24,56.375,Medium
49,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,2406,1173,32,36.65625,Low
63,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,24571,1746,28,62.35714286,Medium
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,15534,1279,28,45.67857143,Medium
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,12301,1307,29,45.06896552,Medium
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2846,1473,37,39.81081081,Medium
58,55+,M,$120K +,Rs1Cr +,High Income,9788,1805,37,48.78378378,Medium
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7231,1421,23,61.7826087,Medium
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2324,1272,37,34.37837838,Medium
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12208,1409,34,41.44117647,Medium
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5639,647,15,43.13333333,Low
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,10021,1275,25,51,Medium
64,55+,M,Less than $40K,<Rs33L,Low Income,2215,1270,27,47.03703704,Medium
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2027,1702,37,46,Medium
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6363,1256,26,48.30769231,Medium
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,3920,3178,53,59.96226415,High
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9226,1626,29,56.06896552,Medium
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,9376,1562,33,47.33333333,Medium
59,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,1944,1960,57,34.38596491,Medium
42,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,9599,1154,38,30.36842105,Low
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,28202,1629,38,42.86842105,Medium
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,24850,1226,25,49.04,Medium
55,46 - 55,M,$120K +,Rs1Cr +,High Income,3805,1743,27,64.55555556,Medium
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2733,1139,39,29.20512821,Low
46,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,12781,1073,21,51.0952381,Low
57,55+,M,$120K +,Rs1Cr +,High Income,3106,683,17,40.17647059,Low
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7477,1159,32,36.21875,Low
45,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,1859,47,39.55319149,Medium
48,46 - 55,M,$120K +,Rs1Cr +,High Income,29963,1205,28,43.03571429,Medium
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,6509,1409,37,38.08108108,Medium
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13450,1000,18,55.55555556,Low
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,27000,1209,39,31,Medium
51,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1366,25,54.64,Medium
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,6347,1161,44,26.38636364,Low
67,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,3106,1512,38,39.78947368,Medium
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2536,1750,35,50,Medium
54,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13048,1170,24,48.75,Low
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2453,2218,50,44.36,High
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,16138,1198,33,36.3030303,Low
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8077,1329,26,51.11538462,Medium
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1929,857,36,23.80555556,Low
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3127,1470,30,49,Medium
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8645,1435,25,57.4,Medium
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,1093,22,49.68181818,Low
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2185,715,20,35.75,Low
45,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,24487,1512,42,36,Medium
63,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2567,2399,43,55.79069767,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4131,906,22,41.18181818,Low
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,10790,1052,16,65.75,Low
40,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,6884,975,11,88.63636364,Low
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13961,783,20,39.15,Low
42,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29801,990,21,47.14285714,Low
54,46 - 55,M,$120K +,Rs1Cr +,High Income,13219,1097,24,45.70833333,Low
58,55+,F,Less than $40K,<Rs33L,Low Income,2536,901,35,25.74285714,Low
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,9478,1327,41,32.36585366,Medium
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3502,1814,31,58.51612903,Medium
67,55+,F,Unknown,Unknown,Unknown,10509,1365,34,40.14705882,Medium
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1491,1058,34,31.11764706,Low
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9734,1476,38,38.84210526,Medium
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2305,1230,36,34.16666667,Medium
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,14241,1581,44,35.93181818,Medium
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4789,1534,29,52.89655172,Medium
40,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,23138,1612,39,41.33333333,Medium
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,23008,1302,36,36.16666667,Medium
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3131,1439,40,35.975,Medium
58,55+,F,Less than $40K,<Rs33L,Low Income,5798,1724,45,38.31111111,Medium
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,6880,1784,35,50.97142857,Medium
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1156,29,39.86206897,Low
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2075,2556,49,52.16326531,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4589,1590,37,42.97297297,Medium
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2317,884,19,46.52631579,Low
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1981,973,25,38.92,Low
56,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,6038,1447,30,48.23333333,Medium
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,14910,1150,26,44.23076923,Low
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29659,1193,21,56.80952381,Low
54,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4320,706,21,33.61904762,Low
39,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,11213,1257,23,54.65217391,Medium
39,36 - 45,F,Unknown,Unknown,Unknown,26181,1303,35,37.22857143,Medium
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,5773,1306,39,33.48717949,Medium
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4503,748,20,37.4,Low
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29770,1774,42,42.23809524,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,5014,1209,25,48.36,Medium
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3445,1074,31,34.64516129,Low
60,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,23412,1786,50,35.72,Medium
59,55+,F,Less than $40K,<Rs33L,Low Income,3044,1456,36,40.44444444,Medium
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14596,1300,25,52,Medium
56,55+,M,Less than $40K,<Rs33L,Low Income,3864,1470,42,35,Medium
35,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17030,715,25,28.6,Low
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,23090,1198,24,49.91666667,Low
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29205,1556,43,36.18604651,Medium
63,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14035,1606,30,53.53333333,Medium
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2962,929,31,29.96774194,Low
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,18578,1606,54,29.74074074,Medium
61,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2201,1199,32,37.46875,Low
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,2061,2400,60,40,High
42,36 - 45,F,Unknown,Unknown,Unknown,24602,1337,44,30.38636364,Medium
41,36 - 45,M,$120K +,Rs1Cr +,High Income,15911,1270,33,38.48484848,Medium
56,55+,M,$120K +,Rs1Cr +,High Income,16867,654,14,46.71428571,Low
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2783,1909,54,35.35185185,Medium
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2972,922,25,36.88,Low
40,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,5124,1158,42,27.57142857,Low
63,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2880,1323,26,50.88461538,Medium
58,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,5579,1025,35,29.28571429,Low
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,12010,1700,35,48.57142857,Medium
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1628,51,31.92156863,Medium
37,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4394,1377,32,43.03125,Medium
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,18325,1517,33,45.96969697,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,3773,1528,25,61.12,Medium
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,21684,1329,24,55.375,Medium
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1919,1505,33,45.60606061,Medium
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,9995,1172,38,30.84210526,Low
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11910,1646,39,42.20512821,Medium
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,2279,1693,32,52.90625,Medium
57,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,3539,1336,23,58.08695652,Medium
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,30579,1289,19,67.84210526,Medium
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,24480,1416,32,44.25,Medium
56,55+,F,Unknown,Unknown,Unknown,17561,1608,33,48.72727273,Medium
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1638,1885,51,36.96078431,Medium
54,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2947,1744,53,32.90566038,Medium
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5738,1922,48,40.04166667,Medium
43,36 - 45,M,$120K +,Rs1Cr +,High Income,33304,1448,29,49.93103448,Medium
59,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,7251,1300,36,36.11111111,Medium
44,36 - 45,M,Unknown,Unknown,Unknown,2885,1366,31,44.06451613,Medium
56,55+,F,Less than $40K,<Rs33L,Low Income,2641,1439,39,36.8974359,Medium
45,36 - 45,F,Unknown,Unknown,Unknown,2801,1241,46,26.97826087,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,16794,1917,33,58.09090909,Medium
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,9336,1391,39,35.66666667,Medium
56,55+,F,Less than $40K,<Rs33L,Low Income,2763,1246,31,40.19354839,Medium
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,17391,1248,27,46.22222222,Medium
65,55+,F,Less than $40K,<Rs33L,Low Income,3198,1936,44,44,Medium
34,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5100,2375,63,37.6984127,High
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3955,1238,25,49.52,Medium
62,55+,F,Less than $40K,<Rs33L,Low Income,3140,1626,41,39.65853659,Medium
45,36 - 45,F,Unknown,Unknown,Unknown,4028,791,22,35.95454545,Low
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,2264,1204,28,43,Medium
49,46 - 55,M,$120K +,Rs1Cr +,High Income,21620,1300,33,39.39393939,Medium
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6385,1612,47,34.29787234,Medium
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2375,1071,28,38.25,Low
33,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1963,1378,37,37.24324324,Medium
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,4256,1100,29,37.93103448,Low
56,55+,F,Less than $40K,<Rs33L,Low Income,5097,2052,45,45.6,High
51,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3228,1349,33,40.87878788,Medium
49,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,20231,1215,36,33.75,Medium
50,46 - 55,M,$120K +,Rs1Cr +,High Income,27512,1149,25,45.96,Low
55,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1929,2354,50,47.08,High
26,26 - 35,M,Less than $40K,<Rs33L,Low Income,2585,2644,40,66.1,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12151,918,14,65.57142857,Low
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1362,31,43.93548387,Medium
48,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1222,37,33.02702703,Medium
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5504,1364,32,42.625,Medium
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10021,1463,40,36.575,Medium
63,55+,F,Less than $40K,<Rs33L,Low Income,3558,1631,31,52.61290323,Medium
50,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,19853,1878,55,34.14545455,Medium
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4969,1489,32,46.53125,Medium
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,3117,1437,37,38.83783784,Medium
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,21526,1313,37,35.48648649,Medium
61,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5504,1290,38,33.94736842,Medium
59,55+,F,Less than $40K,<Rs33L,Low Income,5512,1975,49,40.30612245,Medium
53,46 - 55,F,Unknown,Unknown,Unknown,1438.3,807,22,36.68181818,Low
39,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,7262,1438,28,51.35714286,Medium
51,46 - 55,M,$120K +,Rs1Cr +,High Income,7319,1233,29,42.51724138,Medium
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,709,27,26.25925926,Low
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7712,1597,39,40.94871795,Medium
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2053,1283,28,45.82142857,Medium
41,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,12804,1101,37,29.75675676,Low
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26443,1593,36,44.25,Medium
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,3125,1631,46,35.45652174,Medium
56,55+,F,Less than $40K,<Rs33L,Low Income,4930,2194,53,41.39622642,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,9476,1128,27,41.77777778,Low
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11722,1497,35,42.77142857,Medium
44,36 - 45,M,$120K +,Rs1Cr +,High Income,13301,1385,50,27.7,Medium
61,55+,F,Unknown,Unknown,Unknown,1438.3,1449,27,53.66666667,Medium
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,974,28,34.78571429,Low
59,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6705,731,18,40.61111111,Low
42,36 - 45,F,Unknown,Unknown,Unknown,22718,1191,37,32.18918919,Low
40,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,23981,1421,34,41.79411765,Medium
65,55+,M,Less than $40K,<Rs33L,Low Income,2318,1256,35,35.88571429,Medium
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,19324,1744,50,34.88,Medium
44,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,5331,1766,39,45.28205128,Medium
36,36 - 45,F,Unknown,Unknown,Unknown,15700,2229,48,46.4375,High
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,17625,1773,39,45.46153846,Medium
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17438,1860,37,50.27027027,Medium
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1962,1179,27,43.66666667,Low
62,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8077,906,16,56.625,Low
26,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,3290,2781,54,51.5,High
60,55+,M,Less than $40K,<Rs33L,Low Income,2402,1650,53,31.13207547,Medium
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,9256,1446,37,39.08108108,Medium
